GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
7257.0,2010-12-01T00:00:00.000000000,"[1.1459133625030518, 1.50873863697052, 1.6699939966201782, 2.093290090560913]","[1.133426308631897, 1.150365948677063, 1.1550706624984741, 1.1585853099822998]"
7257.0,2011-03-01T00:00:00.000000000,"[1.50873863697052, 1.6699939966201782, 2.093290090560913, 1.3877967596054077]","[1.1509737968444824, 1.1678619384765625, 1.1725411415100098, 1.1757044792175293]"
7257.0,2011-06-01T00:00:00.000000000,"[1.6699939966201782, 2.093290090560913, 1.3877967596054077, 2.0731332302093506]","[1.1445796489715576, 1.161501169204712, 1.1661752462387085, 1.171989917755127]"
7257.0,2011-09-01T00:00:00.000000000,"[2.093290090560913, 1.3877967596054077, 2.0731332302093506, 1.811092734336853]","[1.1946946382522583, 1.2142753601074219, 1.2197763919830322, 1.2265536785125732]"
7257.0,2011-12-01T00:00:00.000000000,"[1.3877967596054077, 2.0731332302093506, 1.811092734336853, 2.5569000244140625]","[1.3582463264465332, 1.385444164276123, 1.393009066581726, 1.3986622095108032]"
7257.0,2012-03-01T00:00:00.000000000,"[2.0731332302093506, 1.811092734336853, 2.5569000244140625, 1.7103080749511719]","[1.3689942359924316, 1.3962774276733398, 1.4038796424865723, 1.410042405128479]"
7257.0,2012-06-01T00:00:00.000000000,"[1.811092734336853, 2.5569000244140625, 1.7103080749511719, 1.8715635538101196]","[1.3872570991516113, 1.4166178703308105, 1.4248892068862915, 1.4348371028900146]"
7257.0,2012-09-01T00:00:00.000000000,"[2.5569000244140625, 1.7103080749511719, 1.8715635538101196, 1.6901509761810303]","[1.5087685585021973, 1.5425065755844116, 1.5518966913223267, 1.5591015815734863]"
7257.0,2012-12-01T00:00:00.000000000,"[1.7103080749511719, 1.8715635538101196, 1.6901509761810303, 2.577056884765625]","[1.6728243827819824, 1.7145187854766846, 1.726062536239624, 1.7332453727722168]"
7257.0,2013-03-01T00:00:00.000000000,"[1.8715635538101196, 1.6901509761810303, 2.577056884765625, 2.6778416633605957]","[1.635375738143921, 1.675764799118042, 1.6870659589767456, 1.697359323501587]"
7435.0,2006-06-01T00:00:00.000000000,"[2.8995678424835205, 3.0406668186187744, 2.697998523712158, 2.980195999145508]","[2.3768529891967773, 2.422863483428955, 2.4356207847595215, 2.4447274208068848]"
7435.0,2006-09-01T00:00:00.000000000,"[3.0406668186187744, 2.697998523712158, 2.980195999145508, 3.1212944984436035]","[2.529207468032837, 2.5799708366394043, 2.593919277191162, 2.6001057624816895]"
7435.0,2006-12-01T00:00:00.000000000,"[2.697998523712158, 2.980195999145508, 3.1212944984436035, 3.18176531791687]","[2.6192986965179443, 2.672905206680298, 2.687626838684082, 2.693956136703491]"
7435.0,2007-03-01T00:00:00.000000000,"[2.980195999145508, 3.1212944984436035, 3.18176531791687, 2.395644187927246]","[2.654930591583252, 2.708326578140259, 2.7230005264282227, 2.7296833992004395]"
