GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
1440.0,2012-12-01T00:00:00.000000000,"[1.2134451866149902, 1.8295050859451294, 1.8955113887786865, 2.4455649852752686]","[1.437080979347229, 1.5944842100143433, 1.7227683067321777, 2.1054272651672363]"
1440.0,2013-03-01T00:00:00.000000000,"[1.8295050859451294, 1.8955113887786865, 2.4455649852752686, 1.455468773841858]","[1.2781736850738525, 1.416134238243103, 2.200977325439453, 1.2438849210739136]"
1447.0,2006-06-01T00:00:00.000000000,"[2.335554361343384, 2.379558563232422, 1.9835201501846313, 2.5555758476257324]","[1.9459924697875977, 1.741944432258606, 1.4318393468856812, 1.4070346355438232]"
1447.0,2006-09-01T00:00:00.000000000,"[2.379558563232422, 1.9835201501846313, 2.5555758476257324, 2.42356276512146]","[2.140603542327881, 1.8879942893981934, 1.7531781196594238, 1.8422433137893677]"
1447.0,2006-12-01T00:00:00.000000000,"[1.9835201501846313, 2.5555758476257324, 2.42356276512146, 2.027524471282959]","[1.791334867477417, 1.9638922214508057, 1.7920897006988525, 1.8702163696289062]"
1447.0,2007-03-01T00:00:00.000000000,"[2.5555758476257324, 2.42356276512146, 2.027524471282959, 2.0055222511291504]","[1.9244693517684937, 1.9036909341812134, 1.7389270067214966, 1.595689296722412]"
1447.0,2007-06-01T00:00:00.000000000,"[2.42356276512146, 2.027524471282959, 2.0055222511291504, 2.4455649852752686]","[2.149292469024658, 2.0499680042266846, 1.7459335327148438, 1.7534672021865845]"
1447.0,2007-09-01T00:00:00.000000000,"[2.027524471282959, 2.0055222511291504, 2.4455649852752686, 3.919708251953125]","[2.3119394779205322, 2.067552089691162, 1.944978952407837, 2.024134635925293]"
1447.0,2007-12-01T00:00:00.000000000,"[2.0055222511291504, 2.4455649852752686, 3.919708251953125, 1.9395159482955933]","[1.816610336303711, 2.0313994884490967, 1.8068995475769043, 1.8363019227981567]"
1447.0,2008-03-01T00:00:00.000000000,"[2.4455649852752686, 3.919708251953125, 1.9395159482955933, 1.2354472875595093]","[2.0888569355010986, 2.0466465950012207, 1.88217031955719, 1.8552836179733276]"
1447.0,2008-06-01T00:00:00.000000000,"[3.919708251953125, 1.9395159482955933, 1.2354472875595093, 2.2475459575653076]","[2.2133867740631104, 2.144178867340088, 1.8974934816360474, 1.8879611492156982]"
1447.0,2008-09-01T00:00:00.000000000,"[1.9395159482955933, 1.2354472875595093, 2.2475459575653076, 2.533573627471924]","[3.1743080615997314, 2.8864705562591553, 2.8801157474517822, 3.131376266479492]"
1447.0,2008-12-01T00:00:00.000000000,"[1.2354472875595093, 2.2475459575653076, 2.533573627471924, 2.5995800495147705]","[2.202005386352539, 2.432360887527466, 2.4571053981781006, 2.085299253463745]"
1447.0,2009-03-01T00:00:00.000000000,"[2.2475459575653076, 2.533573627471924, 2.5995800495147705, 2.775597333908081]","[2.218149423599243, 2.2408862113952637, 2.097480058670044, 1.983380913734436]"
1447.0,2009-06-01T00:00:00.000000000,"[2.533573627471924, 2.5995800495147705, 2.775597333908081, 3.3916571140289307]","[2.3230574131011963, 2.2578048706054688, 2.121978282928467, 2.073338270187378]"
1447.0,2009-09-01T00:00:00.000000000,"[2.5995800495147705, 2.775597333908081, 3.3916571140289307, 3.3476529121398926]","[2.387716293334961, 2.4579012393951416, 2.4544687271118164, 2.5251991748809814]"
1447.0,2009-12-01T00:00:00.000000000,"[2.775597333908081, 3.3916571140289307, 3.3476529121398926, 3.4356613159179688]","[2.3681435585021973, 2.622814178466797, 2.668400526046753, 2.527181386947632]"
1447.0,2010-03-01T00:00:00.000000000,"[3.3916571140289307, 3.3476529121398926, 3.4356613159179688, 3.127631425857544]","[2.460181713104248, 2.5812394618988037, 2.412972927093506, 2.4020791053771973]"
1447.0,2010-06-01T00:00:00.000000000,"[3.3476529121398926, 3.4356613159179688, 3.127631425857544, 3.721689224243164]","[2.5343761444091797, 2.7365593910217285, 2.6204075813293457, 2.719379425048828]"
1447.0,2010-09-01T00:00:00.000000000,"[3.4356613159179688, 3.127631425857544, 3.721689224243164, 3.8537018299102783]","[2.848726749420166, 2.988786220550537, 3.084826946258545, 3.3160746097564697]"
1447.0,2010-12-01T00:00:00.000000000,"[3.127631425857544, 3.721689224243164, 3.8537018299102783, 3.875704050064087]","[2.871100902557373, 3.2298765182495117, 3.5700690746307373, 3.101686716079712]"
1447.0,2011-03-01T00:00:00.000000000,"[3.721689224243164, 3.8537018299102783, 3.875704050064087, 3.765693426132202]","[3.1796834468841553, 3.199368953704834, 3.030587673187256, 2.8777027130126953]"
1447.0,2011-06-01T00:00:00.000000000,"[3.8537018299102783, 3.875704050064087, 3.765693426132202, 0.20134682953357697]","[3.847568988800049, 3.445451021194458, 3.397636890411377, 3.605719566345215]"
1447.0,2011-09-01T00:00:00.000000000,"[3.875704050064087, 3.765693426132202, 0.20134682953357697, -0.06267886608839035]","[3.560698986053467, 3.2444710731506348, 3.4719886779785156, 3.8543848991394043]"
1447.0,2011-12-01T00:00:00.000000000,"[3.765693426132202, 0.20134682953357697, -0.06267886608839035, 2.1595370769500732]","[3.312077283859253, 3.591405153274536, 3.9498610496520996, 3.4736576080322266]"
1447.0,2012-03-01T00:00:00.000000000,"[0.20134682953357697, -0.06267886608839035, 2.1595370769500732, 3.171635627746582]","[3.852238893508911, 3.709728717803955, 3.558868885040283, 3.4048242568969727]"
1447.0,2012-06-01T00:00:00.000000000,"[-0.06267886608839035, 2.1595370769500732, 3.171635627746582, 5.327845573425293]","[2.668642044067383, 2.0537428855895996, 2.4080748558044434, 2.3146207332611084]"
1447.0,2012-09-01T00:00:00.000000000,"[2.1595370769500732, 3.171635627746582, 5.327845573425293, 5.459857940673828]","[1.4764277935028076, 1.1360282897949219, 1.4904747009277344, 2.0186703205108643]"
1447.0,2012-12-01T00:00:00.000000000,"[3.171635627746582, 5.327845573425293, 5.459857940673828, 4.2937445640563965]","[2.448307752609253, 2.240899085998535, 2.6744449138641357, 3.183974266052246]"
1447.0,2013-03-01T00:00:00.000000000,"[5.327845573425293, 5.459857940673828, 4.2937445640563965, 4.0957255363464355]","[2.86226487159729, 3.18253231048584, 3.1406431198120117, 3.463289499282837]"
1602.0,2006-06-01T00:00:00.000000000,"[4.513765811920166, 4.359751224517822, 4.051721572875977, 4.755789756774902]","[3.807323694229126, 3.3875436782836914, 3.2137811183929443, 3.335888147354126]"
1602.0,2006-09-01T00:00:00.000000000,"[4.359751224517822, 4.051721572875977, 4.755789756774902, 4.953808784484863]","[4.14324951171875, 3.4812707901000977, 3.7624759674072266, 4.199487686157227]"
1602.0,2006-12-01T00:00:00.000000000,"[4.051721572875977, 4.755789756774902, 4.953808784484863, 5.283841133117676]","[3.4380078315734863, 3.6663663387298584, 4.018623352050781, 3.904404640197754]"
1602.0,2007-03-01T00:00:00.000000000,"[4.755789756774902, 4.953808784484863, 5.283841133117676, 5.0418171882629395]","[3.775458335876465, 3.858987808227539, 4.0433430671691895, 3.379986047744751]"
1602.0,2007-06-01T00:00:00.000000000,"[4.953808784484863, 5.283841133117676, 5.0418171882629395, 5.679879665374756]","[4.707366943359375, 4.052333831787109, 3.9015769958496094, 4.122007846832275]"
1602.0,2007-09-01T00:00:00.000000000,"[5.283841133117676, 5.0418171882629395, 5.679879665374756, 5.5478668212890625]","[4.865360260009766, 3.9785566329956055, 4.237727642059326, 4.691411972045898]"
1602.0,2007-12-01T00:00:00.000000000,"[5.0418171882629395, 5.679879665374756, 5.5478668212890625, 5.943905353546143]","[4.288727283477783, 4.434479236602783, 4.722426414489746, 4.6818695068359375]"
1602.0,2008-03-01T00:00:00.000000000,"[5.679879665374756, 5.5478668212890625, 5.943905353546143, 5.6578779220581055]","[4.824410438537598, 4.681815147399902, 4.804445743560791, 4.232073783874512]"
1602.0,2008-06-01T00:00:00.000000000,"[5.5478668212890625, 5.943905353546143, 5.6578779220581055, 6.229933261871338]","[5.656161785125732, 4.989306449890137, 4.749758243560791, 4.974869728088379]"
1602.0,2008-09-01T00:00:00.000000000,"[5.943905353546143, 5.6578779220581055, 6.229933261871338, 6.493958950042725]","[5.713843822479248, 4.679813385009766, 4.902530193328857, 5.341499328613281]"
1602.0,2008-12-01T00:00:00.000000000,"[5.6578779220581055, 6.229933261871338, 6.493958950042725, 6.493958950042725]","[5.134335041046143, 5.136523723602295, 5.4042277336120605, 5.494475364685059]"
1602.0,2009-03-01T00:00:00.000000000,"[6.229933261871338, 6.493958950042725, 6.493958950042725, 5.6578779220581055]","[5.703160285949707, 5.492713928222656, 5.687695026397705, 5.1051130294799805]"
1602.0,2009-06-01T00:00:00.000000000,"[6.493958950042725, 6.493958950042725, 5.6578779220581055, 6.934001922607422]","[6.432744979858398, 5.855798721313477, 5.605171203613281, 5.848830699920654]"
1602.0,2009-09-01T00:00:00.000000000,"[6.493958950042725, 5.6578779220581055, 6.934001922607422, 7.726078510284424]","[6.66590690612793, 5.4390082359313965, 5.71037483215332, 6.197297096252441]"
1602.0,2009-12-01T00:00:00.000000000,"[5.6578779220581055, 6.934001922607422, 7.726078510284424, 7.418048858642578]","[5.871374130249023, 5.855968475341797, 6.2169036865234375, 6.255856990814209]"
1602.0,2010-03-01T00:00:00.000000000,"[6.934001922607422, 7.726078510284424, 7.418048858642578, 6.823991298675537]","[6.104281425476074, 6.08522891998291, 6.396872520446777, 5.627330780029297]"
1602.0,2010-06-01T00:00:00.000000000,"[7.726078510284424, 7.418048858642578, 6.823991298675537, 7.132020950317383]","[7.172052383422852, 6.541258811950684, 6.315066337585449, 6.603336334228516]"
1602.0,2010-09-01T00:00:00.000000000,"[7.418048858642578, 6.823991298675537, 7.132020950317383, 8.034109115600586]","[7.636138439178467, 6.368114471435547, 6.796769142150879, 7.393094062805176]"
1602.0,2010-12-01T00:00:00.000000000,"[6.823991298675537, 7.132020950317383, 8.034109115600586, 7.3520426750183105]","[6.581591606140137, 6.966000556945801, 7.323122978210449, 7.004712104797363]"
1602.0,2011-03-01T00:00:00.000000000,"[7.132020950317383, 8.034109115600586, 7.3520426750183105, 7.308038234710693]","[7.1533637046813965, 7.011693000793457, 7.120725154876709, 6.4856038093566895]"
1602.0,2011-06-01T00:00:00.000000000,"[8.034109115600586, 7.3520426750183105, 7.308038234710693, 8.474151611328125]","[7.830802917480469, 7.11460018157959, 6.939097881317139, 7.135036468505859]"
1602.0,2011-09-01T00:00:00.000000000,"[7.3520426750183105, 7.308038234710693, 8.474151611328125, 8.650168418884277]","[7.9585771560668945, 7.108159065246582, 7.445155143737793, 7.889267921447754]"
1602.0,2011-12-01T00:00:00.000000000,"[7.308038234710693, 8.474151611328125, 8.650168418884277, 8.914194107055664]","[7.005645751953125, 7.390322208404541, 7.767184257507324, 7.330045223236084]"
